id_participante,faixa_etaria,faixa_etaria_descricao,sexo,sexo_descricao,cor_raca,cor_raca_descricao,estado_civil,estado_civil_descricao,nacionalidade,nacionalidade_descricao,st_conclusao,st_conclusao_descricao
3249,17,Entre 56 e 60,F,Feminino,1,Branca,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
3250,15,Entre 46 e 50,F,Feminino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3251,18,Entre 61 e 65,F,Feminino,2,Preta,4,Viuvo(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3252,8,23,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3253,7,22,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3254,4,19,M,Masculino,1,Branca,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
3255,20,Maior de 70,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3256,15,Entre 46 e 50,F,Feminino,3,Parda,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
3257,17,Entre 56 e 60,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3258,13,Entre 36 e 40,F,Feminino,1,Branca,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3259,9,24,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3260,7,22,F,Feminino,3,Parda,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3261,18,Entre 61 e 65,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
3262,10,25,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3263,11,Entre 26 e 30,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3264,11,Entre 26 e 30,F,Feminino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3265,5,20,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3266,17,Entre 56 e 60,M,Masculino,3,Parda,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
3267,12,Entre 31 e 35,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3268,6,21,F,Feminino,5,Indigena,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3269,10,25,F,Feminino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3270,11,Entre 26 e 30,M,Masculino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
3271,4,19,F,Feminino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3272,4,19,M,Masculino,0,Nao declarado,1,Solteiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3273,2,17,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3274,4,19,M,Masculino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3275,3,18,M,Masculino,1,Branca,1,Solteiro(a),3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3276,18,Entre 61 e 65,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3277,5,20,M,Masculino,3,Parda,1,Solteiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3278,18,Entre 61 e 65,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3279,15,Entre 46 e 50,M,Masculino,4,Amarela,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3280,6,21,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3281,9,24,M,Masculino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
3282,6,21,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3283,13,Entre 36 e 40,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3284,6,21,M,Masculino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3285,3,18,F,Feminino,4,Amarela,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3286,13,Entre 36 e 40,F,Feminino,3,Parda,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3287,3,18,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3288,12,Entre 31 e 35,M,Masculino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3289,2,17,F,Feminino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3290,11,Entre 26 e 30,M,Masculino,2,Preta,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3291,13,Entre 36 e 40,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3292,17,Entre 56 e 60,M,Masculino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3293,3,18,F,Feminino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
3294,7,22,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3295,11,Entre 26 e 30,F,Feminino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
3296,2,17,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3297,17,Entre 56 e 60,F,Feminino,1,Branca,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3298,16,Entre 51 e 55,F,Feminino,1,Branca,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3299,14,Entre 41 e 45,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3300,9,24,F,Feminino,1,Branca,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
3301,4,19,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3302,1,Menor de 17,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3303,5,20,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3304,15,Entre 46 e 50,M,Masculino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3305,3,18,M,Masculino,3,Parda,1,Solteiro(a),3,Estrangeiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3306,1,Menor de 17,M,Masculino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3307,15,Entre 46 e 50,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3308,17,Entre 56 e 60,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3309,3,18,F,Feminino,0,Nao declarado,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3310,18,Entre 61 e 65,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3311,1,Menor de 17,M,Masculino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3312,4,19,M,Masculino,0,Nao declarado,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3313,12,Entre 31 e 35,F,Feminino,1,Branca,4,Viuvo(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3314,1,Menor de 17,M,Masculino,0,Nao declarado,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3315,14,Entre 41 e 45,M,Masculino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3316,1,Menor de 17,M,Masculino,5,Indigena,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3317,17,Entre 56 e 60,M,Masculino,1,Branca,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
3318,10,25,F,Feminino,0,Nao declarado,1,Solteiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3319,4,19,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3320,7,22,F,Feminino,3,Parda,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
3321,16,Entre 51 e 55,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3322,14,Entre 41 e 45,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3323,3,18,F,Feminino,1,Branca,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
3324,3,18,F,Feminino,0,Nao declarado,1,Solteiro(a),3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3325,14,Entre 41 e 45,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3326,14,Entre 41 e 45,F,Feminino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3327,2,17,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3328,20,Maior de 70,M,Masculino,1,Branca,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3329,4,19,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3330,20,Maior de 70,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3331,1,Menor de 17,M,Masculino,3,Parda,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3332,11,Entre 26 e 30,M,Masculino,3,Parda,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3333,10,25,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3334,4,19,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
3335,12,Entre 31 e 35,F,Feminino,2,Preta,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3336,16,Entre 51 e 55,F,Feminino,2,Preta,4,Viuvo(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3337,3,18,F,Feminino,4,Amarela,1,Solteiro(a),3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3338,13,Entre 36 e 40,F,Feminino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3339,3,18,F,Feminino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3340,12,Entre 31 e 35,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3341,9,24,F,Feminino,3,Parda,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3342,19,Entre 66 e 70,F,Feminino,2,Preta,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3343,15,Entre 46 e 50,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
3344,3,18,F,Feminino,1,Branca,0,Nao informado,0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3345,18,Entre 61 e 65,F,Feminino,1,Branca,4,Viuvo(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3346,17,Entre 56 e 60,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3347,13,Entre 36 e 40,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3348,12,Entre 31 e 35,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3349,1,Menor de 17,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3350,15,Entre 46 e 50,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3351,5,20,F,Feminino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
3352,18,Entre 61 e 65,F,Feminino,3,Parda,4,Viuvo(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
3353,12,Entre 31 e 35,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3354,9,24,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3355,1,Menor de 17,F,Feminino,1,Branca,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3356,10,25,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3357,3,18,F,Feminino,0,Nao declarado,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3358,7,22,F,Feminino,5,Indigena,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3359,5,20,M,Masculino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3360,11,Entre 26 e 30,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3361,1,Menor de 17,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3362,6,21,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3363,9,24,F,Feminino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3364,14,Entre 41 e 45,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
3365,8,23,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3366,14,Entre 41 e 45,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3367,2,17,F,Feminino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3368,5,20,F,Feminino,4,Amarela,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3369,10,25,F,Feminino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
3370,12,Entre 31 e 35,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3371,2,17,M,Masculino,1,Branca,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
3372,2,17,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3373,17,Entre 56 e 60,M,Masculino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
3374,16,Entre 51 e 55,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3375,20,Maior de 70,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
3376,13,Entre 36 e 40,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3377,1,Menor de 17,M,Masculino,4,Amarela,1,Solteiro(a),3,Estrangeiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3378,9,24,M,Masculino,3,Parda,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
3379,11,Entre 26 e 30,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3380,9,24,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3381,15,Entre 46 e 50,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3382,14,Entre 41 e 45,M,Masculino,1,Branca,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3383,20,Maior de 70,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3384,14,Entre 41 e 45,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3385,12,Entre 31 e 35,F,Feminino,0,Nao declarado,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
3386,2,17,F,Feminino,1,Branca,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",4,Nao conclui e nao estou cursando o Ensino Medio
3387,17,Entre 56 e 60,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3388,6,21,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3389,9,24,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3390,16,Entre 51 e 55,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
3391,18,Entre 61 e 65,M,Masculino,2,Preta,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3392,17,Entre 56 e 60,M,Masculino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3393,3,18,F,Feminino,2,Preta,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
3394,6,21,M,Masculino,1,Branca,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
3395,6,21,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3396,5,20,M,Masculino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3397,12,Entre 31 e 35,M,Masculino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3398,17,Entre 56 e 60,M,Masculino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
3399,11,Entre 26 e 30,F,Feminino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3400,6,21,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3401,14,Entre 41 e 45,M,Masculino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3402,2,17,M,Masculino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3403,1,Menor de 17,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3404,7,22,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3405,1,Menor de 17,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3406,1,Menor de 17,M,Masculino,1,Branca,0,Nao informado,0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3407,11,Entre 26 e 30,F,Feminino,4,Amarela,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
3408,13,Entre 36 e 40,F,Feminino,5,Indigena,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3409,7,22,M,Masculino,2,Preta,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3410,11,Entre 26 e 30,F,Feminino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
3411,2,17,M,Masculino,5,Indigena,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3412,5,20,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3413,10,25,F,Feminino,5,Indigena,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
3414,13,Entre 36 e 40,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3415,7,22,F,Feminino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3416,12,Entre 31 e 35,M,Masculino,5,Indigena,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
3417,18,Entre 61 e 65,F,Feminino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
3418,12,Entre 31 e 35,F,Feminino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3419,16,Entre 51 e 55,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
3420,12,Entre 31 e 35,F,Feminino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3421,8,23,F,Feminino,3,Parda,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
3422,5,20,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
